ATTRIBUTES:

Attribute #1:C:\Users\labpc\Documents\EEE 5354 L\MOSFET Sweep.ics
Attribute #2:Test
Attribute #3:dev1
Attribute #4:PASSED
SETUP:TEST  06/12/2026  16:40:39
DATE:06/12/2026
TIME:16:40:39

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: CONST,
VALUE:,5

ID:,G,
UNIT:,SMU3,
MODE: SWEEP,
START:,-10,
STOP:,10,
PNTS:,51,
STEP:,0.4

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  TEST  06/12/2026  16:40:39

VD,ID,VG,IG,ACCSTRESS
9.60000000E+000,9.94400000E-003,5.00000000E+000,-1.89050000E-009,*
9.80000000E+000,9.96830000E-003,5.00000000E+000,6.69970000E-011,*
1.00000000E+001,9.98550000E-003,5.00000000E+000,2.51390000E-009,*

TEST RESULTS:  5V GATE  06/12/2026  16:41:49


SETUP:6V GATE  06/12/2026  16:42:03
DATE:06/12/2026
TIME:16:42:03

CONDITIONS:

ID:,D,
UNIT:,SMU1,
MODE: SWEEP,
START:,0,
STOP:,10,
PNTS:,51,
STEP:,0.2

ID:,G,
UNIT:,SMU3,
MODE: CONST,
VALUE:,6

ID:,S,
UNIT:,SMU2,
MODE: CONST,
VALUE:,0

ID:,B,
UNIT:,SMU4,
MODE: CONST,
VALUE:,0

DATA:  6V GATE  06/12/2026  16:42:03

VD,ID,VG,IG,ACCSTRESS
0.00000000E+000,5.68690000E-006,6.00000000E+000,2.32800000E-009,0.00000000E+000
2.00000000E-001,7.76500000E-004,6.00000000E+000,1.47390000E-009,*
4.00000000E-001,1.52800000E-003,6.00000000E+000,-4.52990000E-010,*
6.00000000E-001,2.25600000E-003,6.00000000E+000,-2.10800000E-009,*
8.00000000E-001,2.95600000E-003,6.00000000E+000,3.36050000E-009,*
1.00000000E+000,3.63000000E-003,6.00000000E+000,-3.25890000E-009,*
1.20000000E+000,4.27510000E-003,6.00000000E+000,2.91890000E-009,*
1.40000000E+000,4.89310000E-003,6.00000000E+000,-2.17140000E-009,*
1.60000000E+000,5.48150000E-003,6.00000000E+000,1.79150000E-009,*
1.80000000E+000,6.04250000E-003,6.00000000E+000,-9.65480000E-010,*
2.00000000E+000,6.57510000E-003,6.00000000E+000,-1.73550000E-009,*
2.20000000E+000,7.07650000E-003,6.00000000E+000,3.18990000E-009,*
2.40000000E+000,7.55450000E-003,6.00000000E+000,-3.26190000E-009,*
2.60000000E+000,7.99850000E-003,6.00000000E+000,2.67200000E-009,*
2.80000000E+000,8.41670000E-003,6.00000000E+000,-2.18350000E-009,*
3.00000000E+000,8.80720000E-003,6.00000000E+000,1.69850000E-009,*
3.20000000E+000,9.16620000E-003,6.00000000E+000,-1.13540000E-009,*
3.40000000E+000,9.50100000E-003,6.00000000E+000,-5.15000000E-010,*
3.60000000E+000,9.80330000E-003,6.00000000E+000,2.99100000E-009,*
3.80000000E+000,1.00830000E-002,6.00000000E+000,-3.37740000E-009,*
4.00000000E+000,1.03300000E-002,6.00000000E+000,3.05790000E-009,*
4.20000000E+000,1.05550000E-002,6.00000000E+000,2.49940000E-009,*
4.40000000E+000,1.07500000E-002,6.00000000E+000,-2.08740000E-009,*
4.60000000E+000,1.09300000E-002,6.00000000E+000,1.47500000E-009,*
4.80000000E+000,1.10700000E-002,6.00000000E+000,-4.07990000E-010,*
5.00000000E+000,1.12000000E-002,6.00000000E+000,-2.20390000E-009,*
5.20000000E+000,1.13000000E-002,6.00000000E+000,3.25790000E-009,*
5.40000000E+000,1.14050000E-002,6.00000000E+000,-3.33650000E-009,*
5.60000000E+000,1.14700000E-002,6.00000000E+000,2.86140000E-009,*
5.80000000E+000,1.15450000E-002,6.00000000E+000,-2.20000000E-009,*
6.00000000E+000,1.16050000E-002,6.00000000E+000,1.84750000E-009,*
6.20000000E+000,1.16550000E-002,6.00000000E+000,-1.13900000E-009,*
6.40000000E+000,1.17100000E-002,6.00000000E+000,-1.02900000E-009,*
6.60000000E+000,1.17500000E-002,6.00000000E+000,3.16790000E-009,*
6.80000000E+000,1.18000000E-002,6.00000000E+000,-3.37050000E-009,*
7.00000000E+000,1.18350000E-002,6.00000000E+000,2.49690000E-009,*
7.20000000E+000,1.18700000E-002,6.00000000E+000,-1.95700000E-009,*
7.40000000E+000,1.19100000E-002,6.00000000E+000,-8.99970000E-011,*
7.60000000E+000,1.19350000E-002,6.00000000E+000,3.20890000E-009,*
7.80000000E+000,1.19750000E-002,6.00000000E+000,-3.17390000E-009,*
8.00000000E+000,1.20050000E-002,6.00000000E+000,2.44890000E-009,*
8.20000000E+000,1.20350000E-002,6.00000000E+000,-1.92950000E-009,*
8.40000000E+000,1.20650000E-002,6.00000000E+000,-1.43490000E-010,*
8.60000000E+000,1.20900000E-002,6.00000000E+000,2.72740000E-009,*
8.80000000E+000,1.21250000E-002,6.00000000E+000,-3.37440000E-009,*
9.00000000E+000,1.21450000E-002,6.00000000E+000,2.40640000E-009,*
9.20000000E+000,1.21700000E-002,6.00000000E+000,-1.87700000E-009,*
9.40000000E+000,1.21950000E-002,6.00000000E+000,-2.45490000E-010,*
9.60000000E+000,1.22100000E-002,6.00000000E+000,3.25040000E-009,*
9.80000000E+000,1.22450000E-002,6.00000000E+000,-3.34940000E-009,*
1.00000000E+001,1.22600000E-002,6.00000000E+000,2.53540000E-009,*

TEST RESULTS:  6V GATE  06/12/2026  16:42:03


